tag,l1,l2
italy,物品,道具
itami_(city),背景,城市
itan_private_high_school_uniform,服装,制服
itano_circus,物品,道具
itasha,物品,道具
itc_benguiat,物品,道具
itc_serif_gothic,物品,道具
itch.io_logo,构图,构图
itch_torture,物品,道具
itegumo_(shikai),物品,剑
item_(toaru),物品,道具
item_2,物品,道具
item_bag_(mario_party),物品,包
item_box_(mario),物品,道具
item_box_(sonic),物品,道具
item_finder,物品,道具
item_get,物品,道具
item_printer,物品,道具
iterator_(rain_world),物品,道具
iteron_mark_iii_epithal_(eve_online),构图,构图
itft,物品,道具
ithaca,物品,道具
ithaca_m37,物品,道具
ithaca_mag-10,物品,道具
ithaca_stakeout,物品,枪
ithorian,物品,道具
itokiri_mochi,食物,甜品
its_going_down_dance,动作,日常动作
itsuki_sayaka_(noel),物品,道具
itsukushima_(cruiser),物品,载具
itsukushima_(minelayer),物品,道具
itsukushima_shrine,背景,室内
itsumade_(youkai),物品,道具
itsumo_no_you_ni_love_&_peace!!,物品,道具
ittan_momen,物品,道具
itterasshai_(shingeki_no_kyojin),物品,道具
itunes_card,物品,道具
itzminaaimi,物品,道具
iucn_red_list,物品,道具
iv_stand,物品,道具
ivan_braginski,物品,道具
iveco_trakker,物品,道具
ivorian_flag,物品,旗帜
ivory_candypop_bud,物品,道具
ivory_gull,动物,鸟
ivy,物品,道具
ivy_cudgel_(pokemon),物品,道具
iw-sk_scorpion_chair,物品,家具
iwagakure_shinobi_uniform,服装,制服
iwagakure_symbol,构图,构图
iwaki_(gunboat),物品,道具
iwakiriyama_high_school_uniform,服装,制服
iwami_(battleship),物品,载具
iwanai_kedo_ne.,物品,道具
iwanami_(destroyer),物品,载具
iwate_prefecture,背景,城市
iwatobi_high_school_uniform,服装,制服
iwi_arad,物品,道具
iwi_carmel,物品,道具
iwi_dan_.338,物品,道具
iwi_jericho_941,物品,枪
iwi_masada,物品,道具
iwi_tavor,物品,道具
iwi_tavor_ts12,物品,道具
iwi_x95,物品,道具
iwo_jima,物品,道具
ixa_belt,服装,服装
ixa_calibur,物品,道具
ixa_knuckle,物品,道具
ixa_ridewatch,物品,道具
ixal_fleet,物品,道具
ixalan_(plane),物品,道具
ixariser,物品,道具
ixia_(flower),物品,花
ixora_(flower),物品,花
iyo_matsuyama_castle,背景,城市
iyokan_(citrus),物品,道具
izakaya,食物,饮品
izh-2715,物品,道具
izh-412,物品,道具
izh_jupiter-3,物品,道具
izhevsk_rifles_division,物品,道具
izko,物品,道具
izote,物品,道具
izu_thrush,物品,道具
izuchi_(armor),服装,盔甲
izumi_hachi,物品,道具
izumo_(battleship),物品,载具
izumo_shrine,背景,室内
izzet_league,物品,道具
izzy's_mazda_rx-8,物品,道具
j-22_orao,物品,道具
j-core,物品,道具
j-horror,物品,道具
j1n_gekkou,物品,道具
j2f_duck,动物,鸟
j2m_raiden,物品,道具
j4m_senden,物品,道具
j7w_shinden,物品,道具
j8m_shuusui,物品,道具
j_ridewatch,物品,道具
j_soul_brothers,物品,道具
jaaku_dragon_wonder_ride_book,物品,书籍
jab,物品,道具
jabal_shammar_flag,物品,旗帜
jabba's_palace,物品,道具
jaboca_berry,食物,水果
jabulani,物品,道具
jabuticaba,物品,道具
jacana,物品,道具
jacaranda,物品,道具
jack-in-the-box,物品,道具
jack-o'-lantern,物品,家具
jack-o'-lantern_bikini,服装,泳装
jack-o'-lantern_brooch,饰品,首饰
jack-o'-lantern_choker,饰品,首饰
jack-o'-lantern_cutout,服装,服装状态
jack-o'-lantern_earrings,饰品,首饰
jack-o'-lantern_eyewear,饰品,眼镜
jack-o'-lantern_hair_ornament,饰品,发饰
jack-o'-lantern_hat,饰品,帽子
jack-o'-lantern_hat_ornament,饰品,发饰
jack-o'-lantern_head,身体,身体特征
jack-o'-lantern_ornament,饰品,发饰
jack-o'-lantern_pasties,物品,家具
jack-o'-lantern_print,服装,服装
jack-o'-lantern_tattoo,身体,身体特征
jack_(fish),动物,鱼
jack_(playing_card),动作,日常动作
jack_(toy),物品,道具
jack_and_coke,物品,道具
jack_chains,物品,道具
jack_daniel's,物品,道具
jack_mackerel,物品,道具
jack_of_clubs_(playing_card),动作,日常动作
jack_of_diamonds,动作,日常动作
jack_of_hearts,动作,日常动作
jack_of_spades,动作,日常动作
jack_of_spades_symbol,构图,构图
jack_rose,物品,花
jack_russell_terrier,物品,道具
jack_u,物品,道具
jackal,物品,道具
jackal_(hellsing),物品,道具
jackal_(vehicle),物品,载具
jackal_boy,身体,人外
jackal_ears,身体,耳朵
jackal_genome,物品,道具
jackal_girl,身体,人外
jackal_tail,身体,尾巴
jackalope,物品,道具
jackalope_boy,身体,人外
jackalope_girl,身体,人外
jacket,服装,外套
jacket_across_chest,身体,胸部
jacket_around_neck,身体,身体特征
jacket_around_waist,身体,身材
jacket_bow,饰品,蝴蝶结
jacket_down,服装,外套
jacket_grab,服装,外套
jacket_hold,动作,持物
jacket_lift,服装,服装状态
jacket_lining,服装,外套
jacket_on_arm,身体,手
jacket_on_head,身体,身体特征
jacket_on_knees,身体,腿
jacket_on_shoulders,身体,身体特征
jacket_over_coat,服装,外套
jacket_over_head,身体,身体特征
jacket_over_hoodie,服装,上衣
jacket_over_jacket,服装,外套
jacket_over_kimono,服装,和服
jacket_over_shoulder,身体,身体特征
jacket_over_sportswear,服装,外套
jacket_over_swimsuit,服装,泳装
jacket_overhang,服装,外套
jacket_partially_removed,服装,服装状态
jacket_partially_tucked_in,服装,外套
jacket_pull,服装,服装状态
jacket_ribbon,饰品,丝带
jacket_rolled_up,服装,外套
jacket_tucked_in,服装,外套
jacket_tug,服装,外套
jacket_under_coat,服装,外套
jacket_under_jacket,服装,外套
jackets,物品,道具
jackfruit,物品,道具
jackhammer,物品,道具
jackson_guitars,物品,道具
jackson_king_v,物品,道具
jackson_rhoads,物品,乐器
jacksonville,物品,道具
jackun_to_domamenoki_wonder_ride_book,物品,书籍
jaco_pose,动作,姿势
jacobin_pigeon,动物,鸟
jacorder,物品,道具
jade_(gemstone),饰品,首饰
jade_bangle,物品,道具
jade_bracelet,饰品,首饰
jade_chamber_(genshin_impact),背景,背景
jade_dress,服装,裙子
jade_earrings,饰品,首饰
jade_knight,服装,盔甲
jade_parcels_(genshin_impact),食物,正餐
jade_pendant,饰品,首饰
jade_plant,背景,自然
jade_ring_ornament,饰品,发饰
jade_skin,身体,皮肤
jade_star_badge,饰品,饰品
jade_vine,背景,自然
jadefall's_splendor_(genshin_impact),物品,武器
jaeger_(pacific_rim),物品,道具
jaeger_infantry_doctrine_(commander),动作,性行为
jaegermeister,物品,道具
jagarico,物品,道具
jagdkommando,物品,道具
jagdpanther,物品,载具
jagdpanzer_38(t),物品,载具
jagdpanzer_e-100,物品,道具
jagdpanzer_iv,物品,道具
jagdtiger,物品,载具
jagermeister,物品,道具
jagged_pass,物品,道具
jagged_rocks,背景,自然
jagged_sclera,眼睛,瞳孔
jagged_sword,物品,剑
jaggi_(armor),服装,盔甲
jaggi_(palico_armor),服装,盔甲
jaggy_lines,画风,线条
jaguar,物品,道具
jaguar_(beverage),物品,道具
jaguar_(car),物品,道具
jaguar_boy,身体,人外
jaguar_c-x75,物品,道具
jaguar_cub,物品,道具
jaguar_d-type,物品,道具
jaguar_e-type,物品,道具
jaguar_ears,身体,耳朵
jaguar_f-type,物品,道具
jaguar_f-type_r,物品,道具
jaguar_girl,身体,人外
jaguar_mark_2,构图,构图
jaguar_tail,身体,尾巴
jaguar_warrior,物品,道具
jaguar_xe,物品,道具
jaguar_xe_sv_project_8,物品,道具
jaguar_xf,物品,道具
jaguar_xj-s,物品,道具
jaguar_xj13,物品,道具
jaguar_xj220,物品,道具
jaguar_xjr-14,物品,道具
jaguar_xjr-9,物品,道具
jaguar_xk120,物品,道具
jaguar_xk8,物品,道具
jaguar_xkr-s,物品,道具
jaguar_xkss,物品,道具
jajangmyeon,物品,道具
jakarta,物品,道具
jake's_sword_(adventure_time),物品,剑
jaken_caliburdriver,物品,道具
jakiz,物品,道具
jakotsu-baba,物品,道具
jakuhou_raikouben_(bankai),物品,道具
jala_(ninjala),物品,道具
jalapeno_pepper,物品,道具
jalisco,物品,道具
jam,物品,道具
jamadhar,物品,刀
jamaica,物品,道具
jamaica_joe,物品,道具
jamaican_clothes,服装,服装状态
jamaican_creole_text,画风,文字
jamaican_flag,物品,旗帜
jamaican_flag_bikini,服装,泳装
jamaican_flag_print,服装,服装
jamaican_flag_swimsuit,服装,泳装
jamato_buckle,服装,服装
jamba_heart,构图,构图
jambastion,物品,道具
jambu_fruit_dove,动物,鸟
james_webb_space_telescope,背景,天空
jamie_(blakiee),物品,道具
jamila_pose,动作,姿势
jammers,服装,泳装
jammie_dodger,物品,道具
jandaya_parakeet,物品,道具
jane's_information_group,人数,多人
janggi,物品,道具
jangseung,物品,道具
janissary,物品,道具
janitor,物品,道具
janitorial_cart,物品,载具
janomiya_school_uniform,服装,制服
january,物品,道具
jaoooo,物品,道具
jaou_dragon,动物,幻想生物
jaou_dragon_wonder_ride_book,物品,书籍
japan,物品,道具
japan_coast_guard,服装,制服
japan_cup,物品,道具
japan_is_turning_footsteps_into_electricity_copypasta,物品,道具
japan_national_police,服装,制服
japan_national_stadium,背景,城市
japanese_amberjack,物品,道具
japanese_armor,服装,盔甲
japanese_banknote_(series_e),物品,道具
japanese_bobtail,物品,道具
japanese_bullhead_shark,动物,鱼
japanese_bush_warbler,背景,自然
japanese_castle,背景,城市
japanese_chestnut,物品,道具
japanese_chin_(dog),身体,身体特征
japanese_clothes,服装,和服
japanese_cormorant,物品,道具
japanese_cylindrical_postbox,物品,道具
japanese_emperor_butterfly,动物,动物
japanese_emperor_caterpillar,物品,道具
japanese_fire-bellied_newt,背景,背景
japanese_flag,物品,旗帜
japanese_flag_armband,物品,旗帜
japanese_flag_background,背景,背景
japanese_flag_bikini,服装,泳装
japanese_flag_dress,服装,裙子
japanese_flag_headband,饰品,发饰
japanese_flag_print,服装,服装
japanese_flag_swimsuit,服装,泳装
japanese_flycatcher,物品,道具
japanese_grand_touring_championship,物品,道具
japanese_grosbeak,物品,道具
japanese_hat,饰品,帽子
japanese_industrial_standards_(mark),物品,道具
japanese_macaque,物品,道具
japanese_mandarin,物品,道具
japanese_maple,物品,道具
japanese_marten,物品,道具
japanese_mountain_day,背景,天空
japanese_mugwort,物品,道具
japanese_mustard_spinach,物品,道具
japanese_national_soccer_team_uniform,服装,制服
japanese_pancake_devilfish,食物,甜品
japanese_paradise_flycatcher,物品,道具
japanese_persimmon,物品,道具
japanese_pine,物品,道具
japanese_police_uniform_type_43,服装,制服
japanese_police_uniform_type_46,服装,制服
japanese_police_uniform_type_51,服装,制服
japanese_postal_mark,构图,构图
japanese_prefectures,物品,道具
japanese_quail,物品,道具
japanese_ranguage,画风,文字
japanese_regalia,物品,道具
japanese_rice_fish,动物,鱼
japanese_robin,物品,道具
japanese_saw,物品,道具
japanese_skink,物品,道具
japanese_slipper,物品,道具
japanese_spanish_mackerel,物品,道具
japanese_sparrowhawk,物品,道具
japanese_spider_crab,动物,动物
japanese_spitz,物品,道具
japanese_tankery_league_(emblem),构图,构图
japanese_tankery_league_judge_uniform,服装,制服
japanese_tit,物品,道具
japanese_wagtail,物品,道具
japanese_white-eye,动物,鸟
japanese_whiting_fish,动物,鱼
japanese_wolf,动物,狗
japanese_wolf_zetsumerisekey,动物,狗
japanese_woodpecker,物品,道具
japanizing_beam,物品,武器
japari_bun,头发,发型
japari_bus,物品,载具
japari_chips,物品,道具
japari_coin,物品,道具
japari_park,背景,室外
japari_symbol,构图,构图
japon_mignon,物品,道具
jar,物品,道具
jar-5_dominator,物品,道具
jar_cake,食物,甜品
jaralaccs_c,物品,道具
jarate,物品,道具
jarl,物品,道具
jarritos,物品,道具
jasmine_(flower),物品,花
jason_derulo,物品,道具
jasplaguececil,物品,道具
jatimatic,物品,枪
jav,物品,道具
jav_cover,构图,构图
jav_mask,饰品,面具
java_(programming_language),画风,文字
java_apple,食物,水果
java_sparrow,动物,鸟
java_water_dropwort,背景,自然
javanese_clothes,服装,服装状态
javanese_script,物品,道具
javanese_text,画风,文字
javascript,物品,道具
javelin_(spear),物品,道具
javelin_gun,物品,枪
jaw,物品,道具
jaw_bone,物品,道具
jaw_drop,物品,道具
jaw_fossil,物品,道具
jawa,物品,道具
jawbone,物品,道具
jawbreaker,物品,道具
jawfish,物品,道具
jawless,物品,道具
jaws,物品,道具
jaxa,物品,道具
jaxx/jaxx_(uniteup!),物品,道具
jazz,物品,道具
jazz_pattern,服装,服装
jcg_abukuma_(pm-31),物品,道具
jcg_chikuzen_(plh-06),物品,道具
jcg_kinugasa_(ms-01),物品,道具
jcg_shikishima_(plh-31),物品,道具
jcg_shunko_(plh-42),物品,道具
jcg_yashima_(plh-22),物品,道具
jdam,物品,道具
jds_akizuki_(dd-161),物品,道具
jds_amatsukaze_(ddg-163),物品,道具
jds_ariake_(dd-183),物品,道具
jds_ayanami_(dd-103),物品,道具
jds_azuma,物品,道具
jds_kashima_(tv-3508),物品,道具
jds_katori_(tv-3501),物品,道具
jds_murasame_(dd-107),物品,道具
jds_takatsuki_(dd-164),物品,道具
jds_teruzuki_(dd-162),物品,道具
jds_yukikaze_(dd-102),物品,道具
jealous,物品,道具
jealousy_of_the_kind_and_lovely,物品,道具
jean_bart_(battleship),物品,载具
jean_pierre_polnareff's_pose,动作,姿势
jeanne_d'arc_(r97),物品,道具
jeans,服装,裤子
jeddah_corniche_circuit,物品,道具
jedha,物品,道具
jedi,物品,道具
jedi_knight,服装,制服
jeep_cherokee,物品,道具
jeep_commando,物品,道具
jeep_compass,物品,道具
jeep_gladiator,物品,道具
jeep_grand_cherokee,物品,道具
jeep_wrangler,物品,道具
jeepney,物品,道具
jeet_kune_do,物品,道具
jefferson_memorial,物品,道具
jehovah's_witnesses,物品,道具
jehuty_(kami_project),物品,道具
jejemon,物品,道具
jelleton,物品,道具
jellied_eel,物品,道具
jelly_(food),食物,甜品
jelly_bean,食物,甜品
jelly_bean_print,服装,服装
jelly_cake,食物,甜品
jelly_can,食物,饮品
jelly_cube,食物,甜品
jelly_donut_(food),食物,甜品
jelly_drink,食物,饮品
jelly_key_lime_pie,食物,甜品
jelly_pop_beans_(idolmaster),食物,甜品
jelly_punch,食物,甜品
jelly_snake,动物,动物
jelly_tart,食物,甜品
jellyfish,动物,动物
jellyfish-shaped_pillow,物品,家具
jellyfish-shaped_pupils,眼睛,瞳孔
jellyfish_boy,身体,人外
jellyfish_costume,服装,服装
jellyfish_cut,动物,动物
jellyfish_earrings,饰品,首饰
jellyfish_girl,身体,人外
jellyfish_hair_bun,头发,发型
jellyfish_hair_ornament,饰品,发饰
jellyfish_hat_ornament,饰品,发饰
jellyfish_lake,背景,自然
jellyfish_pirates_(guilty_gear),动物,动物
jellyfish_print,服装,服装
jellyfish_sting,动物,动物
jellyfish_tattoo,身体,身体特征
jellyous_(illit),物品,道具
jenga,物品,道具
jenny_haniver,物品,道具
jensen_interceptor,物品,道具
jeogori,物品,道具
jeogori_(clothes),身体,胸部
jeon,物品,道具
jeong's_office_(identity)_(project_moon),背景,室内
jeonmo,物品,道具
jerboa,物品,道具
jerboa_tail,身体,尾巴
jericho_(star_conflict),物品,道具
jerk_off_instructions,物品,道具
jerky,食物,食物
jerry_can,食物,饮品
jersey,物品,道具
jersey_barrier,物品,道具
jersey_cudweed,物品,道具
jersey_maid,服装,制服
jersey_skirt,服装,裙子
jerusalem,物品,道具
jesses,物品,道具
jester,物品,道具
jester_cap,饰品,帽子
jester_cap_ornament,饰品,发饰
jester_costume,服装,服装
jester_costume_(tomodachi_life),服装,服装
jester_hood,服装,外套
jester_shoes,服装,鞋袜
jet-noli21,物品,载具
jet_(arknights),物品,载具
jet_(drug),物品,载具
jet_(fallout),物品,载具
jet_airliner,物品,载具
jet_badge,饰品,饰品
